datetime,depth,temp,OXY_oxy
1995-06-21 00:00:00,11,14.3,159.375
1995-06-21 00:00:00,12,13.5,146.875
1995-06-21 00:00:00,13,13,118.75
1995-06-21 00:00:00,14,12.1,103.125
1995-06-21 00:00:00,15,11.7,50
1995-07-06 00:00:00,0,21.4,253.125
1995-07-06 00:00:00,1,21.5,250
1995-07-06 00:00:00,2,21.5,253.125
1995-07-06 00:00:00,3,21.5,250
1995-07-06 00:00:00,4,21.5,253.125
1995-07-06 00:00:00,5,21.5,253.125
1995-07-06 00:00:00,6,21.5,253.125
1995-07-06 00:00:00,7,21.5,253.125
1995-07-06 00:00:00,8,21.5,253.125
1995-07-06 00:00:00,9,21.5,250
1995-07-06 00:00:00,10,21.5,253.125
1995-07-06 00:00:00,11,21.4,246.875
1995-07-06 00:00:00,12,15.1,68.75
1995-07-06 00:00:00,13,14.2,56.25
1995-07-06 00:00:00,14,13.3,18.75
1995-07-06 00:00:00,15,12.9,9.375
1995-07-06 00:00:00,16,12.1,6.25
1995-07-06 00:00:00,17,11.6,9.375
1995-07-06 00:00:00,18,11.3,3.125
1995-07-06 00:00:00,19,11,3.125
1995-07-06 00:00:00,20,10.9,3.125
1995-07-06 00:00:00,21,10.9,3.125
1995-07-06 00:00:00,22,10.6,3.125
1995-07-06 00:00:00,23,10.6,3.125
1995-07-06 00:00:00,24,10.5,3.125
1995-07-06 00:00:00,25,10.4,3.125
1995-07-18 00:00:00,0,24.9,253.125
1995-07-18 00:00:00,1,25.1,253.125
1995-07-18 00:00:00,2,25.1,253.125
1995-07-18 00:00:00,3,25.1,253.125
1995-07-18 00:00:00,4,25.1,253.125
1995-07-18 00:00:00,5,25.1,253.125
1995-07-18 00:00:00,6,25.1,253.125
1995-07-18 00:00:00,7,25,250
1995-07-18 00:00:00,8,25,250
1995-07-18 00:00:00,9,18.5,71.875
1995-07-18 00:00:00,10,15.8,31.25
1995-07-18 00:00:00,11,14.3,15.625
1995-07-18 00:00:00,12,13.7,15.625
1995-07-18 00:00:00,13,13,12.5
1995-07-18 00:00:00,14,12.8,12.5
1995-07-18 00:00:00,15,12.5,12.5
1995-07-18 00:00:00,16,12.2,12.5
1995-07-18 00:00:00,17,11.8,12.5
1995-07-18 00:00:00,18,11.3,12.5
1995-07-18 00:00:00,19,11.1,12.5
1995-07-18 00:00:00,20,11.1,12.5
1995-07-18 00:00:00,21,11,12.5
1995-07-18 00:00:00,22,10.9,12.5
1995-07-18 00:00:00,23,10.8,12.5
1995-07-18 00:00:00,24,10.8,12.5
1995-08-02 00:00:00,0,25.5,225
1995-08-02 00:00:00,1,25.6,221.875
1995-08-02 00:00:00,2,25.6,221.875
1995-08-02 00:00:00,3,25.5,221.875
1995-08-02 00:00:00,4,25.6,221.875
1995-08-02 00:00:00,5,25.6,221.875
1995-08-02 00:00:00,6,25.6,218.75
1995-08-02 00:00:00,7,22.7,46.875
1995-08-02 00:00:00,8,21.5,18.75
1995-08-02 00:00:00,8.5,NA,NA
1995-08-02 00:00:00,9,20,6.25
1995-08-02 00:00:00,9.5,19.5,6.25
1995-08-02 00:00:00,10,18.3,6.25
1995-08-02 00:00:00,10.5,16.5,6.25
1995-08-02 00:00:00,11,15.5,6.25
1995-08-02 00:00:00,11.5,14.8,6.25
1995-08-02 00:00:00,12,14.4,6.25
1995-08-02 00:00:00,12.5,13.8,6.25
1995-08-02 00:00:00,13,13.3,6.25
1995-08-02 00:00:00,13.5,13.1,6.25
1995-08-02 00:00:00,14,12.8,6.25
1995-08-02 00:00:00,15,12.4,6.25
1995-08-02 00:00:00,16,12.1,6.25
1995-08-02 00:00:00,17,11.9,6.25
1995-08-02 00:00:00,18,11.8,6.25
1995-08-02 00:00:00,19,11.5,6.25
1995-08-02 00:00:00,20,11.4,6.25
1995-08-02 00:00:00,21,11.3,6.25
1995-08-02 00:00:00,22,11.1,6.25
1995-08-02 00:00:00,23,10.9,6.25
1995-08-02 00:00:00,24,10.9,6.25
1995-08-02 00:00:00,24.5,10.8,6.25
1995-08-14 00:00:00,0,27.1,234.375
1995-08-14 00:00:00,1,27.1,237.5
1995-08-14 00:00:00,2,27.1,234.375
1995-08-14 00:00:00,3,27.1,234.375
1995-08-14 00:00:00,4,27,231.25
1995-08-14 00:00:00,5,26.9,228.125
1995-08-14 00:00:00,6,26.7,221.875
1995-08-14 00:00:00,7,24,62.5
1995-08-14 00:00:00,7.5,22.5,15.625
1995-08-14 00:00:00,8,22.1,6.25
1995-08-14 00:00:00,8.5,20.1,6.25
1995-08-14 00:00:00,9,18.8,6.25
1995-08-14 00:00:00,9.5,18.2,6.25
1995-08-14 00:00:00,10,17.8,6.25
1995-08-14 00:00:00,10.5,17.2,6.25
1995-08-14 00:00:00,11,16.6,6.25
1995-08-14 00:00:00,11.5,15.7,6.25
1995-08-14 00:00:00,12,14.7,6.25
1995-08-14 00:00:00,12.5,14,6.25
1995-08-14 00:00:00,13,13.3,6.25
1995-08-14 00:00:00,13.5,13.1,6.25
1995-08-14 00:00:00,14,13,6.25
1995-08-14 00:00:00,14.5,12.8,6.25
1995-08-14 00:00:00,15,12.7,6.25
1995-08-14 00:00:00,15.5,12.4,6.25
1995-08-14 00:00:00,16,12.2,6.25
1995-08-14 00:00:00,16.5,12,6.25
1995-08-14 00:00:00,17,11.8,6.25
1995-08-14 00:00:00,17.5,11.6,6.25
1995-08-14 00:00:00,18,11.5,6.25
1995-08-14 00:00:00,19,11.4,6.25
1995-08-14 00:00:00,20,11.2,6.25
1995-08-14 00:00:00,21,11.1,6.25
1995-08-14 00:00:00,22,11,6.25
1995-08-14 00:00:00,23,11,6.25
1995-08-30 00:00:00,0,25,259.375
1995-08-30 00:00:00,1,25.1,246.875
1995-08-30 00:00:00,2,25.1,243.75
1995-08-30 00:00:00,3,25.1,240.625
1995-08-30 00:00:00,4,25.1,237.5
1995-08-30 00:00:00,5,25.1,234.375
1995-08-30 00:00:00,6,25,231.25
1995-08-30 00:00:00,7,25,231.25
1995-08-30 00:00:00,8,24.8,206.25
1995-08-30 00:00:00,8.5,22.8,115.625
1995-08-30 00:00:00,9,20.7,25
1995-08-30 00:00:00,9.5,18.9,18.75
1995-08-30 00:00:00,10,18.1,15.625
1995-08-30 00:00:00,10.5,17.4,15.625
1995-08-30 00:00:00,11,16.5,15.625
1995-08-30 00:00:00,11.5,15.6,12.5
1995-08-30 00:00:00,12,14.9,12.5
1995-08-30 00:00:00,12.5,14.2,12.5
1995-08-30 00:00:00,13,14,12.5
1995-08-30 00:00:00,14,13.3,12.5
1995-08-30 00:00:00,15,12.8,12.5
1995-08-30 00:00:00,16,12.2,12.5
1995-08-30 00:00:00,17,11.8,12.5
1995-08-30 00:00:00,18,11.7,9.375
1995-08-30 00:00:00,19,11.5,9.375
1995-08-30 00:00:00,20,11.2,9.375
1995-08-30 00:00:00,21,11.1,9.375
1995-08-30 00:00:00,22,11,9.375
1995-08-30 00:00:00,23,11,9.375
1995-08-30 00:00:00,24,11,9.375
1995-09-11 00:00:00,0,20.8,243.75
1995-09-11 00:00:00,1,20.9,237.5
1995-09-11 00:00:00,2,20.9,234.375
1995-09-11 00:00:00,3,20.9,231.25
1995-09-11 00:00:00,4,20.9,231.25
1995-09-11 00:00:00,5,20.9,231.25
1995-09-11 00:00:00,6,20.9,228.125
1995-09-11 00:00:00,7,20.9,228.125
1995-09-11 00:00:00,8,20.9,228.125
1995-09-11 00:00:00,9,20.9,225
1995-09-11 00:00:00,10,20.9,225
1995-09-11 00:00:00,10.5,20.8,221.875
1995-09-11 00:00:00,11,18,9.375
1995-09-11 00:00:00,11.5,17.3,9.375
1995-09-11 00:00:00,12,15.6,9.375
1995-09-11 00:00:00,12.5,13.9,9.375
1995-09-11 00:00:00,13,13.6,9.375
1995-09-11 00:00:00,13.5,13.2,9.375
1995-09-11 00:00:00,14,12.9,6.25
1995-09-11 00:00:00,14.5,12.6,6.25
1995-09-11 00:00:00,15,12.4,6.25
1995-09-11 00:00:00,15.5,12.2,6.25
1995-09-11 00:00:00,16,12.1,6.25
1995-09-11 00:00:00,17,11.8,6.25
1995-09-11 00:00:00,18,11.6,6.25
1995-09-11 00:00:00,19,11.5,6.25
1995-09-11 00:00:00,20,11.3,6.25
1995-09-11 00:00:00,21,11.2,6.25
1995-09-11 00:00:00,22,11.2,6.25
1995-09-11 00:00:00,23,11.1,6.25
1995-09-25 00:00:00,0,16.1,250
1995-09-25 00:00:00,1,16.1,240.625
1995-09-25 00:00:00,2,16.1,240.625
1995-09-25 00:00:00,3,16.1,243.75
1995-09-25 00:00:00,4,16.1,243.75
1995-09-25 00:00:00,5,16.1,240.625
1995-09-25 00:00:00,6,16.1,240.625
1995-09-25 00:00:00,7,16.1,237.5
1995-09-25 00:00:00,8,16.1,237.5
1995-09-25 00:00:00,9,16.1,237.5
1995-09-25 00:00:00,10,16.1,237.5
1995-09-25 00:00:00,11,16.1,237.5
1995-09-25 00:00:00,12,16,231.25
1995-09-25 00:00:00,13,16,228.125
1995-09-25 00:00:00,13.5,15.4,106.25
1995-09-25 00:00:00,14,14,12.5
1995-09-25 00:00:00,14.5,13,6.25
1995-09-25 00:00:00,15,12,9.375
1995-09-25 00:00:00,16,12,9.375
1995-09-25 00:00:00,17,11.8,9.375
1995-09-25 00:00:00,18,11.6,9.375
1995-09-25 00:00:00,19,11.4,9.375
1995-09-25 00:00:00,20,11.3,9.375
1995-09-25 00:00:00,21,11.2,9.375
1995-09-25 00:00:00,22,11.1,9.375
1995-09-25 00:00:00,23,11.1,6.25
1995-09-25 00:00:00,24,11.1,6.25
1995-10-11 00:00:00,0,15.2,253.125
1995-10-11 00:00:00,1,15.2,250
1995-10-11 00:00:00,2,15.2,250
1995-10-11 00:00:00,3,15.1,246.875
1995-10-11 00:00:00,4,15.1,246.875
1995-10-11 00:00:00,5,15.1,243.75
1995-10-11 00:00:00,6,15.1,243.75
1995-10-11 00:00:00,7,15.1,243.75
1995-10-11 00:00:00,8,15,240.625
1995-10-11 00:00:00,9,15,237.5
1995-10-11 00:00:00,10,15,237.5
1995-10-11 00:00:00,11,15,237.5
1995-10-11 00:00:00,12,15,234.375
1995-10-11 00:00:00,13,15,234.375
1995-10-11 00:00:00,14,15,234.375
1995-10-11 00:00:00,15,15,234.375
1995-10-11 00:00:00,16,15,234.375
1995-10-11 00:00:00,17,15,234.375
1995-10-11 00:00:00,18,15,231.25
1995-10-11 00:00:00,18.5,NA,NA
1995-10-11 00:00:00,19,15,231.25
1995-10-11 00:00:00,19.5,12.6,9.375
1995-10-11 00:00:00,20,12.5,9.375
1995-10-11 00:00:00,20.5,12.2,9.375
1995-10-11 00:00:00,21,11.9,9.375
1995-10-11 00:00:00,21.5,11.9,9.375
1995-10-11 00:00:00,22,11.8,9.375
1995-10-11 00:00:00,22.5,11.7,6.25
1995-10-25 00:00:00,0,11.4,275
1995-10-25 00:00:00,1,11.5,271.875
1995-10-25 00:00:00,2,11.5,271.875
1995-10-25 00:00:00,3,11.5,268.75
1995-10-25 00:00:00,4,11.5,268.75
1995-10-25 00:00:00,5,11.5,268.75
1995-10-25 00:00:00,6,11.5,268.75
1995-10-25 00:00:00,7,11.4,265.625
1995-10-25 00:00:00,8,11.4,265.625
1995-10-25 00:00:00,9,11.4,265.625
1995-10-25 00:00:00,10,11.4,265.625
1995-10-25 00:00:00,11,11.4,265.625
1995-10-25 00:00:00,12,11.4,262.5
1995-10-25 00:00:00,13,11.4,262.5
1995-10-25 00:00:00,14,11.4,265.625
1995-10-25 00:00:00,15,11.4,265.625
1995-10-25 00:00:00,16,11.4,262.5
1995-10-25 00:00:00,17,11.4,262.5
1995-10-25 00:00:00,18,11.4,262.5
1995-10-25 00:00:00,19,11.3,262.5
1995-10-25 00:00:00,20,11.2,265.625
1995-10-25 00:00:00,21,11.2,265.625
1995-10-25 00:00:00,22,11.2,262.5
1995-11-10 00:00:00,0,7.4,359.375
1995-11-10 00:00:00,1,7.4,359.375
1995-11-10 00:00:00,2,7.4,356.25
1995-11-10 00:00:00,3,7.4,356.25
1995-11-10 00:00:00,4,7.4,353.125
1995-11-10 00:00:00,5,7.4,371.875
1995-11-10 00:00:00,6,7.4,350
1995-11-10 00:00:00,7,7.4,350
1995-11-10 00:00:00,8,7.4,350
1995-11-10 00:00:00,9,7.4,350
1995-11-10 00:00:00,10,7.4,346.875
1995-11-10 00:00:00,11,7.4,346.875
1995-11-10 00:00:00,12,7.4,346.875
1995-11-10 00:00:00,13,7.4,346.875
1995-11-10 00:00:00,14,7.4,346.875
1995-11-10 00:00:00,15,7.4,346.875
1995-11-10 00:00:00,16,7.4,346.875
1995-11-10 00:00:00,17,7.4,343.75
1995-11-10 00:00:00,18,7.4,343.75
1995-11-10 00:00:00,19,7.4,343.75
1995-11-10 00:00:00,20,7.4,343.75
1995-11-10 00:00:00,21,7.4,343.75
1995-11-10 00:00:00,22,7.4,343.75
1995-11-10 00:00:00,23,7.4,278.125
1995-12-06 00:00:00,0,2.3,362.5
1995-12-06 00:00:00,4,2.3,353.125
1995-12-06 00:00:00,8,2.3,NA
1995-12-06 00:00:00,12,2.3,NA
1995-12-06 00:00:00,16,2.3,NA
1995-12-06 00:00:00,20,2.3,NA
1995-12-06 00:00:00,23,2.3,NA
1996-02-06 00:00:00,0,NA,NA
1996-02-06 00:00:00,1,NA,NA
1996-02-06 00:00:00,4,NA,NA
1996-02-06 00:00:00,8,NA,NA
1996-02-06 00:00:00,12,NA,NA
1996-02-06 00:00:00,16,NA,NA
1996-02-06 00:00:00,20,NA,NA
1996-04-09 00:00:00,0,4.2,481.25
1996-04-09 00:00:00,1,3.9,484.375
1996-04-09 00:00:00,2,3.9,484.375
1996-04-09 00:00:00,3,3.8,484.375
1996-04-09 00:00:00,4,3.8,484.375
1996-04-09 00:00:00,5,3.8,484.375
1996-04-09 00:00:00,6,3.8,481.25
1996-04-09 00:00:00,7,3.7,478.125
1996-04-09 00:00:00,8,3.7,468.75
1996-04-09 00:00:00,9,3.7,465.625
1996-04-09 00:00:00,10,3.7,462.5
1996-04-09 00:00:00,11,3.7,462.5
1996-04-09 00:00:00,12,3.7,462.5
1996-04-09 00:00:00,13,3.7,462.5
1996-04-09 00:00:00,14,3.8,456.25
1996-04-09 00:00:00,15,3.8,456.25
1996-04-09 00:00:00,16,3.8,456.25
1996-04-09 00:00:00,17,3.8,456.25
1996-04-09 00:00:00,18,3.9,456.25
1996-04-09 00:00:00,19,3.9,434.375
1996-04-09 00:00:00,20,3.9,434.375
1996-04-17 00:00:00,0,4.6,434.375
1996-04-17 00:00:00,1,4.5,437.5
1996-04-17 00:00:00,2,4.5,437.5
1996-04-17 00:00:00,3,4.5,437.5
1996-04-17 00:00:00,4,4.5,437.5
1996-04-17 00:00:00,5,4.5,437.5
1996-04-17 00:00:00,6,4.5,437.5
1996-04-17 00:00:00,7,4.5,434.375
1996-04-17 00:00:00,8,4.5,434.375
1996-04-17 00:00:00,9,4.5,434.375
1996-04-17 00:00:00,10,4.5,434.375
1996-04-17 00:00:00,11,4.5,434.375
1996-04-17 00:00:00,12,4.5,434.375
1996-04-17 00:00:00,13,4.5,437.5
1996-04-17 00:00:00,14,4.5,437.5
1996-04-17 00:00:00,15,4.5,434.375
1996-04-17 00:00:00,16,4.5,434.375
1996-04-17 00:00:00,17,4.5,434.375
1996-04-17 00:00:00,18,4.5,434.375
1996-04-17 00:00:00,19,4.5,434.375
1996-04-17 00:00:00,20,4.5,434.375
1996-04-17 00:00:00,21,4.5,431.25
1996-04-17 00:00:00,22,4.5,431.25
1996-05-01 00:00:00,0,7.3,359.375
1996-05-01 00:00:00,1,7.3,359.375
1996-05-01 00:00:00,2,7.3,359.375
1996-05-01 00:00:00,3,7.3,359.375
1996-05-01 00:00:00,4,7.3,359.375
1996-05-01 00:00:00,5,7.3,359.375
1996-05-01 00:00:00,6,7.3,359.375
1996-05-01 00:00:00,7,7.3,359.375
1996-05-01 00:00:00,8,7.3,359.375
1996-05-01 00:00:00,9,7.3,359.375
1996-05-01 00:00:00,10,7.3,359.375
1996-05-01 00:00:00,11,7.3,359.375
1996-05-01 00:00:00,12,7.3,359.375
1996-05-01 00:00:00,13,7.3,359.375
1996-05-01 00:00:00,14,7.3,359.375
1996-05-01 00:00:00,15,7.3,356.25
1996-05-01 00:00:00,16,7.3,356.25
1996-05-01 00:00:00,17,7.3,356.25
1996-05-01 00:00:00,18,7.3,356.25
1996-05-01 00:00:00,19,7.3,356.25
1996-05-01 00:00:00,20,7.2,356.25
1996-05-01 00:00:00,21,7.2,356.25
1996-05-01 00:00:00,22,7.2,356.25
1996-05-01 00:00:00,23,7.2,356.25
1996-05-01 00:00:00,24,7.2,356.25
1996-05-14 00:00:00,0,9.1,306.25
1996-05-14 00:00:00,1,9.1,303.125
1996-05-14 00:00:00,2,9.1,303.125
1996-05-14 00:00:00,3,9,303.125
1996-05-14 00:00:00,4,9,300
1996-05-14 00:00:00,5,9,300
1996-05-14 00:00:00,6,9,300
1996-05-14 00:00:00,7,9,300
1996-05-14 00:00:00,8,9,300
1996-05-14 00:00:00,9,9,300
1996-05-14 00:00:00,10,9,300
1996-05-14 00:00:00,11,9,296.875
1996-05-14 00:00:00,12,9,300
1996-05-14 00:00:00,13,9,296.875
1996-05-14 00:00:00,14,9,296.875
1996-05-14 00:00:00,15,8.9,296.875
1996-05-14 00:00:00,16,8.4,293.75
1996-05-14 00:00:00,17,8.2,290.625
1996-05-14 00:00:00,18,8.1,290.625
1996-05-14 00:00:00,19,8.1,290.625
1996-05-14 00:00:00,20,8.1,287.5
1996-05-14 00:00:00,21,8.1,271.875
1996-05-14 00:00:00,22,8,262.5
1996-05-14 00:00:00,23,8,256.25
1996-05-28 00:00:00,0,11.6,312.5
1996-05-28 00:00:00,1,11.6,312.5
1996-05-28 00:00:00,2,11.6,312.5
1996-05-28 00:00:00,3,11.6,312.5
1996-05-28 00:00:00,4,11.6,312.5
1996-05-28 00:00:00,5,11.6,312.5
1996-05-28 00:00:00,6,11.6,312.5
1996-05-28 00:00:00,7,11.6,312.5
1996-05-28 00:00:00,8,11.6,312.5
1996-05-28 00:00:00,9,11.6,312.5
1996-05-28 00:00:00,10,11.6,312.5
1996-05-28 00:00:00,11,11.6,312.5
1996-05-28 00:00:00,12,11.6,312.5
1996-05-28 00:00:00,13,11.6,312.5
1996-05-28 00:00:00,14,11.6,312.5
1996-05-28 00:00:00,15,11.6,312.5
1996-05-28 00:00:00,16,11.5,312.5
1996-05-28 00:00:00,17,11.5,306.25
1996-05-28 00:00:00,18,11.5,303.125
1996-05-28 00:00:00,19,11,278.125
1996-05-28 00:00:00,20,9.2,218.75
1996-05-28 00:00:00,20.5,9.2,215.625
1996-06-10 00:00:00,0,14.8,287.5
1996-06-10 00:00:00,1,14.7,287.5
1996-06-10 00:00:00,2,14.7,287.5
1996-06-10 00:00:00,3,14.7,287.5
1996-06-10 00:00:00,4,14.7,287.5
1996-06-10 00:00:00,5,14.6,287.5
1996-06-10 00:00:00,6,14.6,287.5
1996-06-10 00:00:00,7,14.6,287.5
1996-06-10 00:00:00,8,14.5,287.5
1996-06-10 00:00:00,9,14.1,278.125
1996-06-10 00:00:00,10,13.9,278.125
1996-06-10 00:00:00,11,13.4,271.875
1996-06-10 00:00:00,12,12.8,262.5
1996-06-10 00:00:00,13,12.5,259.375
1996-06-10 00:00:00,14,12.2,256.25
1996-06-10 00:00:00,15,11.9,256.25
1996-06-10 00:00:00,16,11.5,234.375
1996-06-10 00:00:00,17,11.3,218.75
1996-06-10 00:00:00,18,10.9,200
1996-06-10 00:00:00,19,10.8,193.75
1996-06-10 00:00:00,20,10.5,156.25
1996-06-10 00:00:00,21,10.3,106.25
1996-06-26 00:00:00,0,21,259.375
1996-06-26 00:00:00,1,20.9,256.25
1996-06-26 00:00:00,2,20.8,256.25
1996-06-26 00:00:00,3,20.7,259.375
1996-06-26 00:00:00,4,20.7,259.375
1996-06-26 00:00:00,5,20.5,256.25
1996-06-26 00:00:00,6,20.3,253.125
1996-06-26 00:00:00,7,19.2,250
1996-06-26 00:00:00,8,16.1,250
1996-06-26 00:00:00,9,15,246.875
1996-06-26 00:00:00,10,14.5,243.75
1996-06-26 00:00:00,11,13.9,228.125
1996-06-26 00:00:00,12,13.3,206.25
1996-06-26 00:00:00,13,13.2,203.125
1996-06-26 00:00:00,14,12.3,171.875
1996-06-26 00:00:00,15,12,156.25
1996-06-26 00:00:00,16,11.7,153.125
1996-06-26 00:00:00,17,11.6,150
1996-06-26 00:00:00,18,11.5,140.625
1996-06-26 00:00:00,19,11.3,121.875
1996-06-26 00:00:00,20,11.1,112.5
1996-06-26 00:00:00,21,10.8,59.375
1996-06-26 00:00:00,22,10.8,53.125
1996-07-08 00:00:00,0,24.3,312.5
1996-07-08 00:00:00,1,24.3,315.625
1996-07-08 00:00:00,2,24.3,312.5
1996-07-08 00:00:00,3,24.3,312.5
1996-07-08 00:00:00,4,24.3,312.5
1996-07-08 00:00:00,5,24.3,312.5
1996-07-08 00:00:00,6,24.3,312.5
1996-07-08 00:00:00,7,24.3,309.375
1996-07-08 00:00:00,8,22.7,309.375
1996-07-08 00:00:00,9,17,203.125
1996-07-08 00:00:00,10,15.2,178.125
1996-07-08 00:00:00,11,13.6,103.125
1996-07-08 00:00:00,12,12.8,90.625
1996-07-08 00:00:00,13,12.6,50
1996-07-08 00:00:00,14,12.3,34.375
1996-07-08 00:00:00,15,12,56.25
1996-07-08 00:00:00,16,11.6,34.375
1996-07-08 00:00:00,17,11.4,25
1996-07-08 00:00:00,18,11.2,18.75
1996-07-08 00:00:00,19,11.1,6.25
1996-07-08 00:00:00,20,11,3.125
1996-07-08 00:00:00,21,10.8,3.125
1996-07-08 00:00:00,22,10.7,3.125
1996-07-08 00:00:00,24.5,10.4,6.25
1996-07-22 00:00:00,0,22.6,328.125
1996-07-22 00:00:00,1,22.7,331.25
1996-07-22 00:00:00,2,22.7,331.25
1996-07-22 00:00:00,3,22.7,328.125
1996-07-22 00:00:00,4,22.7,331.25
1996-07-22 00:00:00,5,22.6,331.25
1996-07-22 00:00:00,6,22.6,334.375
1996-07-22 00:00:00,7,22.6,334.375
1996-07-22 00:00:00,8,21.9,240.625
1996-07-22 00:00:00,9,19.1,140.625
1996-07-22 00:00:00,10,17.2,106.25
1996-07-22 00:00:00,11,15.2,75
1996-07-22 00:00:00,12,13.7,34.375
1996-07-22 00:00:00,13,13,12.5
1996-07-22 00:00:00,14,12.1,15.625
1996-07-22 00:00:00,15,11.9,9.375
1996-07-22 00:00:00,16,11.7,9.375
1996-07-22 00:00:00,17,11.4,9.375
1996-07-22 00:00:00,18,11.2,9.375
1996-07-22 00:00:00,19,11.1,12.5
1996-07-22 00:00:00,20,10.8,9.375
1996-07-22 00:00:00,21,10.6,9.375
1996-07-22 00:00:00,22,10.5,6.25
1996-08-05 00:00:00,0,22.5,315.625
1996-08-05 00:00:00,1,22.5,315.625
1996-08-05 00:00:00,2,22.5,315.625
1996-08-05 00:00:00,3,22.4,312.5
1996-08-05 00:00:00,4,22.4,303.125
1996-08-05 00:00:00,5,22.4,296.875
1996-08-05 00:00:00,6,22.4,287.5
1996-08-05 00:00:00,7,22.3,278.125
1996-08-05 00:00:00,8,22.1,268.75
1996-08-05 00:00:00,9,19.1,231.25
1996-08-05 00:00:00,10,14.3,6.25
1996-08-05 00:00:00,11,13.5,6.25
1996-08-05 00:00:00,12,13.3,6.25
1996-08-05 00:00:00,13,12.9,6.25
1996-08-05 00:00:00,14,12.4,6.25
1996-08-05 00:00:00,15,12.1,6.25
1996-08-05 00:00:00,16,11.9,6.25
1996-08-05 00:00:00,17,11.7,6.25
1996-08-05 00:00:00,18,11.2,6.25
1996-08-05 00:00:00,19,10.9,6.25
1996-08-05 00:00:00,20,10.5,9.375
1996-08-05 00:00:00,21,10.4,9.375
