datetime,ssi_null,ssi_01,ssi_05,ssi_1,ssi_15,ssi_2,ssi_25,ssi_3,ssi_35,ssi_4,ssi_45,ssi_5,ssi_10,id
1998-07-20,752.297186054374,777.347328064688,792.539527190287,800.507981995096,801.59292646007,794.415369201589,796.119813254266,808.640643152765,806.922396917929,813.620884984703,810.60196763388,814.546362656828,822.270978531001,mendota
1998-07-21,769.417866788014,793.785221899916,807.039307624901,810.950878302893,817.447395327061,808.662476633759,809.153283973225,816.483774465907,818.49351108146,827.405092972173,826.014438081926,827.657246505004,837.925304388745,mendota
1998-07-22,788.945291268605,812.255565494262,822.832714248175,808.520409425032,834.348918948177,826.007740785571,807.393521299995,827.084864582541,823.317501870788,846.610539222745,843.665639630876,845.601070580558,855.916825869626,mendota
1998-07-23,775.203468355026,799.11807428943,809.626920219277,799.38163665046,821.286336559316,812.319481352324,799.104118805455,814.569737084855,812.458636932443,832.963025576363,830.045474820971,831.862942301185,841.511244774543,mendota
1998-07-24,725.34004949268,745.053061927788,758.126948138491,756.6356577416,771.766700210187,761.068362423849,754.007379904905,765.088866521139,768.080427479822,782.313053421471,776.947459889686,780.291642177722,788.202476719053,mendota
1998-07-25,696.388340540551,717.633864547248,726.757722639527,729.605809421583,741.847853087038,731.029991983656,727.38928847294,738.435876956842,744.451659230374,754.208233371954,744.842446433094,750.359674010024,758.702420292353,mendota
1998-07-26,691.729488935006,713.998668173104,722.698895335884,726.461959519663,737.44644957667,726.07965997257,722.04584845697,735.305211850352,740.690174888719,748.215169056141,739.779802712189,745.808063957685,755.245952559867,mendota
1998-07-27,681.922146946131,704.93116645571,712.405600705219,717.72494272351,726.858173523851,715.034506887904,713.294014363772,726.599995213489,731.729424406953,737.198036380815,729.673258640079,734.774304841415,744.804247387402,mendota
1998-07-28,674.617349223978,697.094051430256,703.68392216692,710.397963112163,718.332172971519,705.548361978347,707.795764741272,719.430343388661,722.657197103035,727.001907236438,721.322210381114,715.598692577545,734.062444378526,mendota
1998-07-29,674.867105566916,698.604599618936,703.670822516632,712.980004436458,718.225548589538,707.536284306573,708.522942895907,719.58191458849,723.857798942232,729.048116119385,722.548235719771,719.368746496898,737.000873214164,mendota
